Season,playerId,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,GDP,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
2023,5517,Kyle Higashioka,NYY,23,28,20,4,3,1,0,0,0,3,8,6,0,0,0,0.2,0.285714285,0.214285714,1.333333333,0.428571428,0.25,0.678571428,0.05,0.285714285,3.8635171814926936,0.4518801435002156,0.33780694007873535,117.25023458193438,0.444444444,0.071428571,0.285714285,0.642857142,0.222222222,0,0,0.5,0.35714286,0.14285714,0.42857143,0.21428571,0.35714286
2023,15905,Luis Torrens,CHC,3,3,3,2,2,0,0,0,0,0,0,1,0,0,0,0.666666666,0,0.333333333,0,0.666666666,0.666666666,1.333333332,0,1,1.0381987604059955,0.6726662206210873,0.5883575280507406,280.52310690596715,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0
2023,20202,Brandon Marsh,PHI,61,89,52,11,9,0,0,2,2,7,36,24,0,1,0,0.211538461,0.404494382,0.269662921,1.5,0.528089887,0.326923076,0.855012963,0.115384615,0.333333333,18.043093868603574,7.198961854984627,0.41576991590221274,163.33129594755354,0.909090909,0.275862068,0.344827586,0.379310344,0.09090909,0.181818181,0.1,0.31034483,0.4137931,0.27586207,0.03448276,0.79310345,0.17241379
2023,16424,Jordan Luplow,TOR,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.5,0,1,1,1,2,0,1,1.0257663666150079,0.7820780067584023,0.7892195880413055,429.4683146756662,1,0,1,0,0,0,0,0,1,0,0,0,1
2023,25055,Nate Eaton,KCR,6,6,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0.333333333,0.5,0.666666666,0.333333333,0,0.333333333,0,0,0.30049611998598147,-0.43056896,0.23196762800216675,37.645926572240114,1,0,1,0,0,0,0,1,0,0,1,0,0
2023,13755,Tomas Nido,NYM,4,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0.25,0,0.25,0,0.25,0.25,0.5,0,0.333333333,0.16268045378397827,-0.324696266,0.2206340730190277,37.60057914,1,0.333333333,0.333333333,0.333333333,0,0,0,0.66666667,0,0.33333333,0,1,0
2023,23667,Wander Franco,TBR,50,65,45,10,6,2,0,2,2,3,20,12,0,0,0,0.222222222,0.307692307,0.184615384,1.666666666,0.461538461,0.4,0.861538461,0.177777778,0.258064516,12.08455255824185,4.164680862902169,0.39552295758174016,159.76923800267767,0.714285714,0.272727272,0.303030303,0.424242424,0,0.142857142,0.1,0.3030303,0.3030303,0.39393939,0.12121212,0.60606061,0.27272727
2023,15730,Tyler Wade,OAK,5,6,4,1,1,0,0,0,0,0,2,1,0,0,0,0.25,0.333333333,0.166666666,2,0.5,0.25,0.75,0,0.333333333,1.0334468560403907,0.3023817764705742,0.37905701001485187,148.41852223145503,1,0.333333333,0.333333333,0.333333333,1,0,0,0.66666667,0,0.33333333,0.33333333,0.66666667,0
2023,30116,Seiya Suzuki,CHC,71,97,63,15,8,5,1,1,1,5,34,27,0,0,0,0.238095238,0.350515463,0.278350515,1.259259259,0.505154639,0.396825396,0.901980035,0.158730158,0.4,19.81699403300072,7.998108579955353,0.4176573409247644,166.08840281635813,1.153846153,0.222222222,0.416666666,0.361111111,0.153846153,0.076923076,0.066666666,0.33333333,0.33333333,0.33333333,0.19444444,0.44444444,0.36111111
2023,5297,Aaron Hicks,NYY,11,14,9,2,2,0,0,0,0,1,5,6,0,0,0,0.222222222,0.357142857,0.428571428,0.833333333,0.5,0.222222222,0.722222222,0,0.666666666,2.3597093426413807,0.6538908236451416,0.37461335744176594,142.76156923470205,1,0.333333333,0.333333333,0.333333333,0,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333
